State,Year,Days_CO,Days_NO2,Days_Ozone,Days_SO2,Days_PM2_5,Days_PM10
South Dakota,2003, -   ,31.05,76.68,2.87,159.09,95.31
South Dakota,2004, -   ,19.99,111.46,1.91,152.08,79.55
South Dakota,2005, -   ,2.99,204.71,1.49,90.13,65.69
South Dakota,2006, -   ,3.37,197.51,0.17,74.38,89.56
South Dakota,2007, -   ,1.68,197.04,0.46,67.76,98.06
South Dakota,2008, -   ,5.41,211.05,0.71,56.25,91.57
South Dakota,2009, -   ,0.84,190.81, -   ,113.48,59.87
South Dakota,2010, -   ,0.84,202.51, -   ,98.79,62.86
South Dakota,2011, -   ,10.56,208.36, -   ,86.82,59.25
South Dakota,2012, -   ,11.29,211.44, -   ,104.82,37.46
South Dakota,2013, -   ,2.9,203.48,0.12,126.22,32.28
South Dakota,2014, -   ,3.5,215.98, -   ,83.14,62.38
South Dakota,2015, -   ,3.99,174.69, -   ,155.94,30.39
South Dakota,2016, -   ,5.37,199.7, -   ,113.71,46.22
South Dakota,2017, -   ,3.23,199.86, -   ,131.59,30.32
South Dakota,2018, -   ,5.17,191.75, -   ,125.36,42.72
South Dakota,2019,0.22,4.13,207.05, -   ,117.76,35.85
Tennessee,1980,19.32,0.99,55.22,289.47, -   , -   
Tennessee,1981,27.93,0.77,55.73,280.56, -   , -   
Tennessee,1982,19.22,1.89,72.51,271.39, -   , -   
Tennessee,1983,21.82,0.41,79.05,263.72, -   , -   
Tennessee,1984,27.35,0.94,84.74,251.97, -   , -   
Tennessee,1985,23.19,7.76,66.56,266.75, -   ,0.74
Tennessee,1986,20.92,22.47,55.68,258.36, -   ,7.57
Tennessee,1987,17.6,23.63,69.55,239.95, -   ,14.27
Tennessee,1988,12.99,20.94,86.79,233.53,1.65,9.1
Tennessee,1989,18.27,17.46,84.75,227.28,0.94,16.3
Tennessee,1990,9.71,14.53,118.49,208.28,1.03,12.96
Tennessee,1991,8.85,19.24,119.79,202.03,0.97,14.12
Tennessee,1992,12.44,19.31,125.52,192.74,1.28,13.72
Tennessee,1993,12.4,16.3,153.4,166.26,1.03,15.61
Tennessee,1994,9.12,19.87,162.05,157.93,0.47,15.56
Tennessee,1995,8.67,26.61,160.61,148.32,0.6,20.18
Tennessee,1996,9.86,25.52,169.64,130.75,0.65,28.59
Tennessee,1997,7.54,18.73,183.89,122.58,0.79,31.47
Tennessee,1998,8.55,24.39,175.09,123.52,0.87,32.58
Tennessee,1999,3.85,18.58,176.28,107.95,38.37,19.98
Tennessee,2000,0.26,15.55,174.63,96.17,60.65,17.74
Tennessee,2001,0.39,14.96,173.27,103.35,57.39,15.64
Tennessee,2002,2.36,17.58,156.16,109.43,63.41,16.08
Tennessee,2003,1.62,15.33,191.72,64.27,72.51,19.56
Tennessee,2004,0.26,16.78,173.77,75.74,78.98,19.47
Tennessee,2005,0.09,19.13,168.83,74.98,82.39,19.57
Tennessee,2006, -   ,19.34,183.19,67.66,77.74,17.06
Tennessee,2007, -   ,20.04,192.04,45.12,90.24,17.55
Tennessee,2008, -   ,18.34,215.54,54.18,48.21,28.73
Tennessee,2009,0.05,19.86,198.17,52.82,54.67,39.42
Tennessee,2010,0.21,19.92,210.58,48.26,54.52,31.52
Tennessee,2011,0.05,29.72,221.65,31.36,50.79,31.42
Tennessee,2012,0.11,24.92,234.95,24.47,55.35,25.2
Tennessee,2013,0.11,5.82,204.29,7.5,127.23,20.05
Tennessee,2014, -   ,3.84,204.3,19.03,117.32,20.51
Tennessee,2015,0.23,5.41,208.36,17.37,110.79,22.84
Tennessee,2016,0.12,4.79,231,19.41,106.96,2.7
Tennessee,2017, -   ,1.43,179.53,14.81,165.8,3.43
Tennessee,2018, -   ,1.78,163.44,11.86,187.92, -   
Tennessee,2019,0.25,2.29,178.94,11.61,171.66,0.25
Texas,1980,13.23,58.87,231.58,61.32, -   , -   
Texas,1981,16.19,54.7,227.14,66.96, -   , -   
Texas,1982,13.26,37.92,244.95,68.87, -   , -   
Texas,1983,10.41,35.03,252.12,67.45, -   , -   
Texas,1984,10.2,33.89,250.09,70.83, -   , -   
Texas,1985,12.47,44.03,197.4,76.98, -   ,34.12
Texas,1986,17.83,27.84,216.93,47.5, -   ,54.9
Texas,1987,14.04,26.29,223.3,56.85, -   ,44.52
Texas,1988,11.33,19.73,252.32,42.33,6.16,33.12
Texas,1989,17.12,24.51,225.67,60.84,8.43,28.43
Texas,1990,8.01,24.41,247.76,47.25,6.88,30.69
Texas,1991,6.57,29.54,241.74,42.41,6.41,38.34
Texas,1992,7.96,26.76,245.51,46.39,2.67,35.7
Texas,1993,13.08,27.26,237.75,40.23,6.92,39.74
Texas,1994,7.94,29.67,244.24,33.61,5.33,44.21
Texas,1995,6.46,28.6,243.03,48.07,6.61,32.24
Texas,1996,5.53,34.39,243.14,46.08,5.43,30.43
Texas,1997,3.36,35.55,273.59,28.25,6.04,18.21
Texas,1998,1.84,29.98,266.62,49.21,5.4,11.95
Texas,1999,5.17,27.38,266.65,32.9,24.49,8.41
Texas,2000,6.03,15.3,237.84,19.77,82.79,3.28
Texas,2001,3.15,12.82,238.8,15.53,89.53,5.18
Texas,2002,2.33,12.29,239.53,12.03,88.26,10.55
Texas,2003,2.15,12.99,258.12,10.94,68.41,12.38
Texas,2004,1.13,13.91,268.95,9.68,59.89,11.44
Texas,2005,0.11,7.3,195.03,7.82,151.51,3.24
Texas,2006,0.03,6.61,196.41,8.29,147.47,6.19
Texas,2007,0.16,6.02,189.08,5.39,161.54,2.82
Texas,2008,0.03,6.45,197.64,5.16,153.91,1.81
Texas,2009,0.12,5.32,203.65,3.23,151.53,1.16
Texas,2010, -   ,4.07,212.04,2.44,145.59,0.86
Texas,2011, -   ,4.24,219.8,1.82,137.71,1.43
Texas,2012, -   ,3.05,218.55,1.07,141.02,1.31
Texas,2013,0.05,3.58,218.4,1.41,140.44,1.13
Texas,2014,0.12,4.24,216.06,1.8,141.7,1.07
Texas,2015,0.03,4.61,228.28,1.55,130,0.53
Texas,2016, -   ,4.26,236.58,7.77,116.06,0.32
Texas,2017,0.02,3.51,196.73,47.48,117.1,0.16
Texas,2018,0.02,3.56,188.03,58.88,114.27,0.24
Texas,2019,0.32,2.13,192.61,63.41,106.29,0.24
Utah,1980,24.02,113.66,66.71,160.61, -   , -   
Utah,1981,38.44,89.06,73.27,164.22, -   , -   
Utah,1982,116.59,27.22,124.95,96.23, -   , -   
Utah,1983,132.65,17.52,130.98,83.85, -   , -   
Utah,1984,122.06,43.11,108.23,91.6, -   , -   
Utah,1985,88.17,66.57,126.1,77.87, -   ,6.28
Utah,1986,104.25,47.5,141.25,61, -   ,11
Utah,1987,85.69,50.26,136.67,79.22, -   ,13.16
Utah,1988,48.42,44.98,130.53,79.43,32.54,29.09
Utah,1989,39.79,68.26,114.98,71.91,38.14,31.94
Utah,1990,61.89,31.76,133.59,75.5,38.66,23.6
Utah,1991,64.79, -   ,116.5,82.9,47.24,53.58
Utah,1992,34.88,56.33,122.91,85.24,26.48,39.17
Utah,1993,23.58,69.39,121.89,58.85,16.55,74.74
Utah,1994,21.78,85.42,121.46,40.49,16.41,79.44
Utah,1995,41.61,62.48,132.83,57.74,16.81,53.54
Utah,1996,40.97,80.13,134.28,43.99,13.9,51.73
Utah,1997,37.29,78,142.93,33.35,15.22,58.21
Utah,1998,36.66,102.89,163.15,1.1,36.5,24.7
Utah,1999,26.33,91.37,156.09,1.41,60.02,29.78
Utah,2000,39.38,57.11,146.2,4.47,96.77,21.08
Utah,2001,25.9,57.15,149.39,2.42,106.4,23.73
Utah,2002,8.74,71.68,145.98,2.12,110.26,26.22
Utah,2003,3.02,85.8,144.14,3.4,101.42,27.21
Utah,2004,1.17,71.58,182.09,1.52,89.41,19.24
Utah,2005,0.9,75.78,189.52,2.58,80.84,15.38
Utah,2006,0.78,54.71,200.44,1.11,93.58,14.4
Utah,2007,0.53,51.85,200.69,1.6,106.27,4.05
Utah,2008,0.31,43.28,193.84,1.24,121.77,4.56
Utah,2009,0.1,30.34,203.18,1.82,126.52,3.03
Utah,2010, -   ,24.74,222.76,1,112.11,4.38
Utah,2011, -   ,27.93,258.71,0.24,76.64,1.49
Utah,2012, -   ,24.72,272.47,0.07,65.22,2.52
Utah,2013, -   ,23.87,262.31,0.73,77.35,0.73
Utah,2014, -   ,21.33,284.36, -   ,58.07,1.24
Utah,2015, -   ,13.06,283.68, -   ,66.13,2.14
Utah,2016, -   ,14.27,282.35, -   ,67.34,1.04
Utah,2017, -   ,11.3,290.41, -   ,61.98,1.32
Utah,2018, -   ,12.59,295.11, -   ,55.97,1.33
Utah,2019,0.29,13.32,326.48,0.1,24.63,0.19
Vermont,1980,28.82, -   ,116.03,220.14, -   , -   
Vermont,1981,18.52, -   ,151.31,195.17, -   , -   
Vermont,1982,27.63, -   ,129.66,207.7, -   , -   
Vermont,1983,31.72, -   ,143.34,177.8, -   ,12.14
Vermont,1984,24.97, -   ,132.19,164.51, -   ,43.33
Vermont,1985,28.26,15.66,102.49,173.31, -   ,45.28
Vermont,1986,20.97,39.45,80.68,155.67, -   ,68.24
Vermont,1987,8.41,58.24,109.69,129.43, -   ,59.22
Vermont,1988,6.85,115.8,113.51,92.64, -   ,36.21
Vermont,1989,7.62,118.64,134.97,59.5, -   ,44.26
Vermont,1990,10.72,123.52,136.46,59.17, -   ,35.13
Vermont,1991,12.65,99.07,127.17,74.12,7.38,44.62
Vermont,1992,28.05,77.73,126.06,69.28,18.59,45.29
Vermont,1993,16.3,101.15,126.44,60.89,15.31,44.92
Vermont,1994,7.68,80.1,134.59,61.08,20.12,61.44
Vermont,1995,2.31,132.76,127.16,35.58,15.48,51.72
Vermont,1996,1.33,132.97,124.33,39.89,15.29,51.19
Vermont,1997,5.06,119.19,113.45,60.78,14.18,52.34
Vermont,1998,5.26,136.74,137.09,41.72,17.53,26.65
Vermont,1999,1.66,113.05,123.32,20.55,100.78,5.64
Vermont,2000,4.79,90.65,118.02,20.52,127.25,3.76
Vermont,2001,1.05,74.83,142.28,20.02,125.77,1.05
Vermont,2002,5.42,63.17,170.06,23.29,102.42,0.64
Vermont,2003,1.09,79.7,207.79,10.19,64.41,1.82
Vermont,2004,1.18,65.4,169.39,17.97,92.8,18.26
Vermont,2005,0.88,68.97,161.02,17.53,97.61,19
Vermont,2006,3.43,58.93,169.34,21.45,94.11,17.74
Vermont,2007,2.86,65.18,199.67,22.89,55.32,19.08
Vermont,2008,0.32,11.92,154.63,3.22,178.47,16.43
Vermont,2009,0.34,11.73,156.86,2.68,193.39, -   
Vermont,2010,0.33,23.02,170.16,5.67,165.82, -   
Vermont,2011,2,3.66,143.2,2.66,213.47, -   
Vermont,2012,0.9,11.75,177.83,0.3,174.21, -   
Vermont,2013, -   ,4.83,164.23,0.3,195.63, -   
Vermont,2014, -   ,15.97,157.33,0.6,191.09, -   
Vermont,2015, -   ,17.84,169.95, -   ,177.21, -   
Vermont,2016, -   ,3.63,262.7, -   ,98.67, -   
Vermont,2017,0.6,2.71,244.84, -   ,116.55,0.3
Vermont,2018,0.3,0.3,239.72, -   ,124.68, -   
Vermont,2019,1.34, -   ,304.72, -   ,58.27,0.67
Virgin Islands,1983, -   , -   , -   ,365, -   , -   
Virgin Islands,1984, -   , -   , -   ,365, -   , -   
Virgin Islands,1985, -   , -   , -   ,365, -   , -   
Virgin Islands,1986, -   , -   , -   ,365, -   , -   
Virgin Islands,1987, -   , -   , -   ,365, -   , -   
Virgin Islands,1988, -   , -   , -   ,365, -   , -   
Virgin Islands,1989, -   , -   , -   ,365, -   , -   
Virgin Islands,1990, -   , -   , -   ,347.1,17.9, -   
Virgin Islands,1991, -   , -   , -   ,294.97,70.03, -   
Virgin Islands,1992, -   , -   , -   ,293.45,71.55, -   
Virgin Islands,1993, -   , -   , -   ,287.19,77.81, -   
Virgin Islands,1994, -   , -   , -   ,300.59,64.41, -   
Virgin Islands,1995, -   , -   , -   ,305.7,57.25,2.04
Virgin Islands,1996, -   , -   , -   ,299.76,33.86,31.38
Virgin Islands,1997, -   , -   , -   ,254.04,64.24,46.72
Virgin Islands,1998, -   , -   ,91.99,207.56,34.2,31.25
Virgin Islands,1999, -   , -   ,149.71,159.69,26.61,28.99
Virgin Islands,2000, -   , -   ,151.46,158.98,31.51,23.05
Virgin Islands,2001, -   , -   ,130.75,154.48,63.11,16.66
Virgin Islands,2002, -   , -   ,132,168.5,39.5,25
Virgin Islands,2003, -   , -   ,128.79,163.11,49.23,23.87
Virgin Islands,2004, -   , -   , -   ,225.05,116.74,23.21
Virgin Islands,2005, -   , -   , -   ,224.23,117.42,23.34
Virgin Islands,2006, -   , -   , -   ,232.27,117.58,15.15
Virgin Islands,2007, -   , -   , -   ,249.36,83.38,32.25
Virgin Islands,2008, -   , -   , -   ,167.19,76.53,121.27
Virgin Islands,2009, -   , -   , -   ,123.31,79.54,162.15
Virgin Islands,2010, -   , -   , -   ,232,99,34.01
Virgin Islands,2011, -   , -   , -   ,257.25,96.37,11.38
Virgin Islands,2012, -   , -   , -   ,249.1,115.9, -   
Virgin Islands,2013, -   , -   , -   ,106.46,230.03,28.52
Virgin Islands,2014, -   , -   , -   , -   ,297.58,67.42
Virgin Islands,2015, -   , -   , -   , -   ,320.31,44.69
Virgin Islands,2016, -   , -   , -   , -   ,365, -   
Virgin Islands,2017, -   , -   , -   , -   ,365, -   
Virgin Islands,2018, -   , -   , -   , -   ,365, -   
Virgin Islands,2019, -   , -   , -   , -   ,365, -   
Virginia,1980,47.03,44.04,153.85,120.09, -   , -   
Virginia,1981,63.45,51.84,144.45,105.26, -   , -   
Virginia,1982,59.2,60.66,134.07,111.07, -   , -   
Virginia,1983,55.14,58.72,144.38,106.76, -   , -   
Virginia,1984,49.94,64.17,136.23,114.66, -   , -   
Virginia,1985,44.19,58.8,158.43,101.08, -   ,2.5
Virginia,1986,38.46,63.6,165.9,92.89, -   ,4.16
Virginia,1987,37.3,82.93,182.5,55.06, -   ,7.22
Virginia,1988,39.64,69.02,187.68,46.53,1.01,21.13
Virginia,1989,21.72,70.39,180.07,53.32,2.13,37.37
Virginia,1990,17.06,59.72,192.32,41.12,1.42,53.36
Virginia,1991,16.82,62.35,188.21,41.77,1.43,54.43
Virginia,1992,17.28,64.49,191.32,38.3,1.65,51.97
Virginia,1993,30,57.79,194.62,28.72,2.13,51.73
Virginia,1994,29.58,65.41,188.68,26.64,2.81,51.88
Virginia,1995,30.48,77.38,176.47,23.78,5.28,51.61
Virginia,1996,30.73,76.02,172.33,28.45,5.6,51.87
Virginia,1997,31.58,68.48,180.68,28.85,5.71,49.7
Virginia,1998,30.58,73.39,181.04,35.04,4.89,40.06
Virginia,1999,16.83,60.62,174.64,29.01,58.69,25.22
Virginia,2000,11.41,49.74,165.62,32.1,82.35,23.78
Virginia,2001,10.25,49,175.65,28.66,80.36,21.08
Virginia,2002,10.32,49.56,176.76,27.33,80.57,20.45
Virginia,2003,5.6,51.95,168.58,28.81,90.13,19.93
Virginia,2004,8.33,60.19,172.94,23.39,81.07,19.09
Virginia,2005,11.16,61.58,176.72,18.69,78.46,18.4
Virginia,2006,11.36,58.67,185.46,16.26,73.49,19.76
Virginia,2007,1.21,53.76,191.43,18.46,80.16,19.99
Virginia,2008,0.9,55.34,194.24,13.63,84.35,16.55
Virginia,2009,1.36,56.25,193.14,10.68,87.7,15.88
Virginia,2010,1.42,51.24,201.72,7.4,87.13,16.1
Virginia,2011,0.53,57.49,184.21,5.82,100.83,16.12
Virginia,2012,0.68,58.79,192.8,2.92,94.03,15.78
Virginia,2013,1.14,48.02,199.85,4.03,98.6,13.36
Virginia,2014,7.24,54.79,188.52,2.48,98.82,13.16
Virginia,2015,1.6,49.03,197.54,1.36,103.01,12.47
Virginia,2016,1.43,44.14,200.36,1.05,102.43,15.58
Virginia,2017,0.82,36.97,201.72,34.44,79.07,11.99
Virginia,2018,0.56,33.64,208.43,29.96,81.34,11.07
Virginia,2019,0.48,32.97,192.58,36.58,82.63,19.76
Washington,1980,159.73,2.82,41.24,161.21, -   , -   
Washington,1981,152.94,3.1,33.82,175.14, -   , -   
Washington,1982,153.15,7.05,39.73,165.07, -   , -   
Washington,1983,146.86,2.98,28.42,186.74, -   , -   
Washington,1984,120.08,4.87,26.21,213.85, -   , -   
Washington,1985,101.49,8.17,49.4,187.65, -   ,18.29
Washington,1986,97.35,4.28,42.38,148.04, -   ,72.95
Washington,1987,146.19,0.23,12.2,148.06, -   ,58.32
Washington,1988,160.19, -   ,15.67,119.51,0.31,69.33
Washington,1989,156.87, -   ,20.96,114.71,0.64,71.82
Washington,1990,124.27, -   ,38.41,128.88,1.04,72.39
Washington,1991,111.32, -   ,48.52,123.94,0.92,80.3
Washington,1992,135.15, -   ,34.03,114.69,0.48,80.66
Washington,1993,126.29, -   ,48.45,103.34,7.42,79.5
Washington,1994,122.85, -   ,68.33,94.94,10.76,68.11
Washington,1995,137.77,3.28,76.77,76.04,8.98,62.17
Washington,1996,124.55,4.54,105.97,55.58,11.3,63.07
Washington,1997,82.98,5.74,125.59,56.84,15.27,78.59
Washington,1998,86.62,9.92,140.14,48.71,13.12,66.5
Washington,1999,76.11,3.2,128.17,24.95,72.84,59.73
Washington,2000,41.8,1.78,113.92,2.81,144.55,60.14
Washington,2001,23.5,2.44,105.11,1.65,187.23,45.07
Washington,2002,13.09,2.5,102.85,0.77,205.89,39.91
Washington,2003,7.74,1.52,74.52,0.76,260.82,19.64
Washington,2004,7.53,2.7,60.17,0.89,282.44,11.28
Washington,2005,4.2,1.89,45.34,0.54,296.8,16.24
Washington,2006,2.35,0.23,51.74,0.81,299.33,10.53
Washington,2007,0.35,0.52,40.13,0.21,312.74,11.05
Washington,2008,0.07,0.6,39.23,0.14,317.16,7.8
Washington,2009,0.18,0.28,34.55,0.04,321.36,8.59
Washington,2010,0.14,0.41,48.33,0.1,311.31,4.71
Washington,2011,0.28,1.12,47.98,0.07,306.08,9.47
Washington,2012,0.07,2.31,43.56, -   ,315.06,4
Washington,2013,0.11,0.11,43.79, -   ,315.25,5.74
Washington,2014,0.22,3.37,45.2, -   ,306.31,9.9
Washington,2015, -   ,2.84,50.08, -   ,306.3,5.79
Washington,2016,0.04,4.22,55.83, -   ,300.83,4.08
Washington,2017, -   ,3.72,46.62,6.53,302.65,5.48
Washington,2018, -   ,5.27,43.95,6.67,300.91,8.21
Washington,2019,0.06,3.36,48.13,6.5,296.05,10.89
West Virginia,1980,9.71,20.45,103.99,230.85, -   , -   
West Virginia,1981,113.04,51.18,62.99,137.79, -   , -   
West Virginia,1982,27.44,47.2,77.39,212.96, -   , -   
West Virginia,1983,6.8,14.09,65.86,278.26, -   , -   
West Virginia,1984,6.47,14.77,56.61,287.15, -   , -   
West Virginia,1985,4.49,16.8,79.62,262.53, -   ,1.57
West Virginia,1986,1.96,17.93,80.38,263.39, -   ,1.34
West Virginia,1987,1.11,18.31,79.31,265.25, -   ,1.01
West Virginia,1988,0.71,15.72,84,263.86, -   ,0.71
West Virginia,1989,1.73,15.31,71.53,275.31, -   ,1.12
West Virginia,1990,1.5,12.77,128.97,220.09, -   ,1.67
West Virginia,1991,1.89,12.49,128.07,218.5,1.46,2.58
West Virginia,1992,1.1,17.61,117.6,217.75,5.14,5.81
West Virginia,1993,0.91,10.81,129.34,211.14,4.54,8.25
West Virginia,1994,2.56,3.47,121.97,219.91,4.38,12.72
West Virginia,1995,3.09,10.51,123,207.06,3.84,17.51
West Virginia,1996,3.7,11.52,113.74,214.02,3.53,18.49
West Virginia,1997,2.44,7.98,121.26,213.71,4.39,15.22
West Virginia,1998,2.6,4.69,119.21,220.22,4.44,13.83
West Virginia,1999,1.57,0.63,114.38,170.55,71.53,6.35
West Virginia,2000,1.27, -   ,109.08,162.05,89.63,2.98
West Virginia,2001,1.16, -   ,127.42,146.93,87.9,1.6
West Virginia,2002,1.3, -   ,128.92,144.76,87.2,2.82
West Virginia,2003,2.89,3.4,122.41,142.02,91.59,2.68
West Virginia,2004,6.56,11.07,117.78,129.51,96.66,3.42
West Virginia,2005, -   ,13.49,132.65,122.29,94.42,2.16
West Virginia,2006, -   , -   ,140.35,128.32,93.54,2.78
West Virginia,2007, -   , -   ,139.61,119.57,104.34,1.48
West Virginia,2008, -   , -   ,140.17,125.52,96.29,3.02
West Virginia,2009, -   , -   ,125.09,95.76,140.8,3.35
West Virginia,2010, -   , -   ,160.89,96.13,101.67,6.32
West Virginia,2011, -   , -   ,165.06,87.49,105.54,6.91
West Virginia,2012, -   , -   ,183.34,64.67,108.74,8.24
West Virginia,2013,0.08, -   ,179.06,52.77,120.85,12.24
West Virginia,2014,0.17, -   ,187.65,56.89,106.77,13.51
West Virginia,2015,0.17, -   ,189.4,52.66,105.67,17.09
West Virginia,2016,2.98, -   ,195.73,51.34,100.49,14.46
West Virginia,2017, -   , -   ,183.17,75.14,94.95,11.74
West Virginia,2018,0.15, -   ,181.53,87.2,83.7,12.41
West Virginia,2019,0.7, -   ,215.24,92.03,49.15,7.88
Wisconsin,1980,12.52,29.81,175.32,147.35, -   , -   
Wisconsin,1981,7.38,19.26,181.46,156.9, -   , -   
Wisconsin,1982,13.73,15.42,177.86,157.99, -   , -   
Wisconsin,1983,16.83,19.76,162.68,165.72, -   , -   
Wisconsin,1984,17.95,12.99,168.23,165.83, -   , -   
Wisconsin,1985,15.19,13.36,174.67,147.86, -   ,13.92
Wisconsin,1986,11.25,16.98,178.28,141.09, -   ,17.4
Wisconsin,1987,18.26,18.88,197.16,119.86, -   ,10.85
Wisconsin,1988,27.03,16.92,201.96,101.7, -   ,17.39
Wisconsin,1989,21.46,13.81,207.48,101.32, -   ,20.93
Wisconsin,1990,16.63,11.1,242,77.86, -   ,17.4
Wisconsin,1991,27.46,13.5,243.11,71.2, -   ,9.72
Wisconsin,1992,38.11,13.16,243.79,55.76, -   ,14.18
Wisconsin,1993,40.16,6.33,247.05,60.59, -   ,10.87
Wisconsin,1994,32.06,9.04,256.57,54.83, -   ,12.5
Wisconsin,1995,32.12,9.12,270.58,41.14, -   ,12.04
Wisconsin,1996,31.94,9.17,278.45,34.88, -   ,10.56
Wisconsin,1997,31.18,8.7,272.6,38.89,4.35,9.29
Wisconsin,1998,26.49,8.12,263.9,52.27,4.96,9.25
Wisconsin,1999,20.64,3.01,232.66,42.49,63.27,2.92
Wisconsin,2000,14.56,3.04,237.06,29.08,79.47,1.78
Wisconsin,2001,12.57,1.22,242.75,28.77,77.56,2.12
Wisconsin,2002,10.81,0.05,246.92,19.83,81.76,5.64
Wisconsin,2003,3.06,3.01,267.14,22.04,61.24,8.5
Wisconsin,2004, -   ,5.19,270.68,21.08,58.4,9.64
Wisconsin,2005,0.24,4.45,270.34,19.68,59.61,10.68
Wisconsin,2006, -   ,3.93,276.89,19.16,57.29,7.73
Wisconsin,2007,0.05,3.63,275.82,15.02,63.97,6.52
Wisconsin,2008, -   ,3.06,280.81,13.72,62.17,5.24
Wisconsin,2009, -   ,3.35,278.34,12.79,67.34,3.17
Wisconsin,2010, -   ,2.05,276.44,12.78,73.22,0.5
Wisconsin,2011, -   ,0.99,260.15,12.65,87.8,3.41
Wisconsin,2012, -   ,0.62,232.63,17.79,105.69,8.27
Wisconsin,2013, -   ,0.35,218.93,17.77,118.07,9.89
Wisconsin,2014, -   ,0.83,226.09,18.76,118.92,0.41
Wisconsin,2015, -   ,0.89,239.46,18.18,106.15,0.31
Wisconsin,2016, -   ,1.64,240.27,17.12,105.61,0.36
Wisconsin,2017, -   ,0.59,257.88,17.55,88.94,0.04
Wisconsin,2018, -   ,0.7,247.56,17.24,99.32,0.17
Wisconsin,2019,0.12,0.5,251.77,15.59,96.58,0.44
Wyoming,1984, -   , -   , -   , -   , -   ,365
Wyoming,1985, -   , -   , -   , -   , -   ,365
Wyoming,1986, -   , -   , -   , -   , -   ,365
Wyoming,1987, -   , -   ,95.86, -   , -   ,269.14
Wyoming,1988, -   , -   ,105.74, -   ,30.55,228.71
Wyoming,1989, -   , -   ,85.42, -   ,45.15,234.43
Wyoming,1990, -   , -   ,236.19, -   ,3.23,125.58
Wyoming,1991, -   , -   ,187.46, -   ,3.85,173.69
Wyoming,1992, -   , -   ,177.99, -   ,3.97,183.04
Wyoming,1993, -   , -   ,177.65, -   ,2.7,184.66
Wyoming,1994, -   , -   ,149.4,3.1,1.63,210.87
Wyoming,1995, -   , -   ,115.78,48.99,7.45,192.78
Wyoming,1996, -   , -   ,147.51, -   ,8.06,209.43
Wyoming,1997, -   , -   ,162.34, -   ,1.73,200.93
Wyoming,1998, -   , -   ,157.89, -   ,7.43,199.67
Wyoming,1999, -   , -   ,159.09, -   ,35.42,170.49
Wyoming,2000, -   , -   ,141.69, -   ,63.79,159.53
Wyoming,2001, -   ,0.12,149.42, -   ,45.13,170.33
Wyoming,2002,0.7, -   ,142.62,3.96,51,166.72
Wyoming,2003,0.22,25.48,124.95,3.43,60.93,149.99
Wyoming,2004,0.61,26.53,122.35,25.31,49.49,140.71
Wyoming,2005,1.06,23.88,124.55,18.59,48.28,148.64
Wyoming,2006,1.56,24.81,145.02,24.19,54,115.41
Wyoming,2007,0.88,7.05,180.91,34.98,36.04,105.13
Wyoming,2008,1.4,5.14,192.91,30.63,35.93,98.99
Wyoming,2009,0.3,2.51,187.02,27.22,40.98,106.97
Wyoming,2010,0.27,4.86,203.49,26.84,40.74,88.8
Wyoming,2011,0.26,3.93,215.96,25.79,37.39,81.68
Wyoming,2012,0.06,6.73,215.64,24.1,32.83,85.64
Wyoming,2013, -   ,4.39,282.49,4.2,23.33,50.6
Wyoming,2014, -   ,6,275.05,3.03,33.43,47.48
Wyoming,2015,0.06,1.86,278.27,0.62,34.58,49.61
Wyoming,2016, -   ,1.54,294.93,1.6,17.76,49.17
Wyoming,2017, -   ,2.91,285.54,8.74,20.79,47.02
Wyoming,2018, -   ,2.82,297.07,2.94,16.23,45.94
Wyoming,2019,0.32,1.06,298.38,11.16,5.53,48.56
